id,date,store_nbr,family,sales,onpromotion,city,state,type_x,cluster,dcoilwtico,type_y,locale_x,locale_name,description,transferred,is_holiday,holiday_type,sales_scaled,dcoilwtico_scaled,day_of_week,month,is_weekend,month_sin,month_cos,dow_sin,dow_cos,sales_lag_1,sales_lag_7,sales_lag_14,sales_lag_28,rolling_mean_7,rolling_std_7,rolling_mean_28,rolling_std_28,year,quarter,day_of_month,week_of_year,is_month_start,is_month_end,expanding_mean_sales,promo_lag_1,promo_lag_7,promo_rolling_mean_7,locale_y,is_national_holiday,days_to_next_holiday,is_anomaly
2831598,2017-05-13,1,0,2.0,0,Quito,Pichincha,3,4,48.17333333333333,Additional,National,Ecuador,Dia de la Madre-1,False,1,0,1.603630619723053e-05,0.2603734849382131,5,5,1,0.4999999999999999,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,4.0,4.0,2.0,3.0,3.4285714285714284,1.1338934190277044,3.5,2.395984294760868,2017,2,13,19,0,0,3.182504719949654,0.0,0.0,0.0,National,0,0,0
2833380,2017-05-14,1,0,2.0,0,Quito,Pichincha,3,4,48.516666666666666,Event,National,Ecuador,Dia de la Madre,False,1,2,1.603630619723053e-05,0.2644399699948675,6,5,1,0.4999999999999999,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,2.0,3.0,3.0,1.0,3.142857142857143,1.2149857925879328,3.4642857142857144,2.4111184258538727,2017,2,14,19,0,0,3.181761006289308,0.0,0.0,0.0,National,0,0,0
2851200,2017-05-24,1,0,7.0,0,Quito,Pichincha,3,4,50.99,Holiday,National,Ecuador,Batalla de Pichincha,True,1,3,5.612707169030686e-05,0.2937344545777567,2,5,0,0.4999999999999999,-0.8660254037844387,0.9749279121818236,-0.2225209339563143,4.0,2.0,2.0,2.0,3.142857142857143,1.4638501094228176,3.642857142857143,2.512403095080346,2017,2,24,21,0,0,3.184375,0.0,0.0,0.0,National,0,0,0
2854764,2017-05-26,1,0,1.0,0,Quito,Pichincha,3,4,49.58,Transfer,National,Ecuador,Traslado Batalla de Pichincha,False,1,5,8.018153098615266e-06,0.2770342295392632,4,5,0,0.4999999999999999,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,2.0,5.0,4.0,3.0,3.571428571428572,2.0701966780270755,3.607142857142857,2.454614486051174,2017,2,26,21,0,0,3.1860174781523094,0.0,0.0,0.0,National,0,0,0
2904660,2017-06-23,1,0,10.0,0,Quito,Pichincha,3,4,42.86,Holiday,Local,Guaranda,Cantonizacion de Guaranda,False,1,3,8.018153098615265e-05,0.1974416676536775,4,6,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,1.0,4.0,1.0,1.0,2.4285714285714284,1.1338934190276968,3.7857142857142856,3.624578063384224,2017,2,23,25,0,0,3.196319018404908,0.0,0.0,0.0,Local,0,0,0
2908224,2017-06-25,1,0,4.0,0,Quito,Pichincha,3,4,43.11333333333334,Holiday,Regional,Imbabura,Provincializacion de Imbabura,False,1,3,3.207261239446106e-05,0.2004421808993643,6,6,1,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,12.0,2.0,3.0,2.0,4.571428571428571,4.503966505838418,4.5,3.995367688081154,2017,2,25,25,0,0,3.2058823529411766,0.0,0.0,0.0,Regional,0,0,0
2922480,2017-07-03,1,0,0.0,0,Quito,Pichincha,3,4,45.474,Holiday,Local,El Carmen,Cantonizacion de El Carmen,False,1,3,0.0,0.2284022266966718,0,7,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0,4.0,3.0,3.0,6.0,4.571428571428571,3.408672412985393,4.142857142857143,2.952892940757708,2017,3,3,27,0,0,3.21219512195122,0.0,0.0,0.0,Local,0,0,0
2958120,2017-07-23,1,0,0.0,0,Quito,Pichincha,3,4,46.06666666666667,Holiday,Local,Cayambe,Cantonizacion de Cayambe,False,1,3,0.0,0.2354218484740811,6,7,1,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,8.0,2.0,2.0,4.0,5.142857142857143,3.1847852585154293,4.678571428571429,2.8028235952018257,2017,3,23,29,0,0,3.230722891566265,0.0,0.0,0.0,Local,0,0,0
2959902,2017-07-24,1,0,4.0,0,Quito,Pichincha,3,4,46.21,Additional,Local,Guayaquil,Fundacion de Guayaquil-1,False,1,0,3.207261239446106e-05,0.2371195072841406,0,7,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0,0.0,2.0,3.0,3.0,4.857142857142857,3.5790395093549683,4.535714285714286,2.9373979775146,2017,3,24,30,0,0,3.2287778446718844,0.0,0.0,0.0,Local,0,0,0
2961684,2017-07-25,1,0,10.0,0,Quito,Pichincha,3,4,47.77,Additional,Local,Guayaquil,Fundacion de Guayaquil,False,1,0,8.018153098615265e-05,0.2555963520075802,1,7,0,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,4.0,3.0,7.0,4.0,5.142857142857143,3.387652649872847,4.571428571428571,2.924083540233509,2017,3,25,30,0,0,3.229241877256318,0.0,0.0,0.0,Local,0,0,0
2981286,2017-08-05,1,0,5.0,0,Quito,Pichincha,3,4,49.50333333333333,Holiday,Local,Esmeraldas,Fundacion de Esmeraldas,False,1,3,4.009076549307633e-05,0.2761261794780686,5,8,1,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,8.0,4.0,8.0,6.0,4.714285714285714,2.563479777846632,5.035714285714286,2.755225914742713,2017,3,5,31,0,0,3.242080095636581,0.0,0.0,0.0,Local,0,0,0
2990196,2017-08-10,1,0,9.0,0,Quito,Pichincha,3,4,48.54,Holiday,National,Ecuador,Primer Grito de Independencia,True,1,3,7.216337788753739e-05,0.2647163330569703,3,8,0,-0.8660254037844384,-0.5000000000000004,0.4338837391175582,-0.900968867902419,7.0,3.0,5.0,9.0,5.714285714285714,1.7994708216848911,5.178571428571429,2.6674106105133766,2017,3,10,32,0,0,3.2497020262216925,0.0,0.0,0.0,National,0,0,0
2991978,2017-08-11,1,0,1.0,0,Quito,Pichincha,3,4,48.81,Transfer,National,Ecuador,Traslado Primer Grito de Independencia,False,1,5,8.018153098615266e-06,0.2679142484898733,4,8,0,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,9.0,8.0,7.0,4.0,6.571428571428571,1.7182493859684709,5.178571428571429,2.6674106105133766,2017,3,11,32,0,0,3.253126861226921,0.0,0.0,0.0,National,0,0,0
2999106,2017-08-15,1,0,4.0,0,Quito,Pichincha,3,4,47.57,Holiday,Local,Riobamba,Fundacion de Riobamba,False,1,3,3.207261239446106e-05,0.2532275257609854,1,8,0,-0.8660254037844384,-0.5000000000000004,0.7818314824680298,0.6234898018587336,1.0,4.0,5.0,3.0,4.142857142857143,3.287784027201884,5.0,2.867441755680872,2017,3,15,33,0,0,3.2507427213309565,0.0,0.0,0.0,Local,0,0,0
2697949,2017-02-27,1,1,0.0,0,Quito,Pichincha,3,4,54.04,Holiday,National,Ecuador,Carnaval,False,1,3,0.0,0.3298590548383275,0,2,0,0.8660254037844386,0.5000000000000001,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,1,27,9,0,0,0.0,0.0,0.0,0.0,National,0,0,0
2699731,2017-02-28,1,1,0.0,0,Quito,Pichincha,3,4,54.0,Holiday,National,Ecuador,Carnaval,False,1,3,0.0,0.3293852895890086,1,2,0,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,1,28,9,0,1,0.0,0.0,0.0,0.0,National,0,0,0
2703295,2017-03-02,1,1,0.0,0,Quito,Pichincha,3,4,52.63,Holiday,Local,Manta,Fundacion de Manta,False,1,3,0.0,0.3131588297998342,3,3,0,1.0,6.123233995736766e-17,0.4338837391175582,-0.900968867902419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,1,2,9,0,0,0.0,0.0,0.0,0.0,Local,0,0,0
2756755,2017-04-01,1,1,0.0,0,Quito,Pichincha,3,4,50.443333333333335,Holiday,Regional,Cotopaxi,Provincializacion de Cotopaxi,False,1,3,0.0,0.2872596628370643,5,4,1,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,2,1,13,1,0,0.0,0.0,0.0,0.0,Regional,0,0,0
2776357,2017-04-12,1,1,0.0,0,Quito,Pichincha,3,4,53.12,Holiday,Local,Cuenca,Fundacion de Cuenca,True,1,3,0.0,0.3189624541039914,2,4,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.2225209339563143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,2,12,15,0,0,0.0,0.0,0.0,0.0,Local,0,0,0
2778139,2017-04-13,1,1,0.0,0,Quito,Pichincha,3,4,53.19,Transfer,Local,Cuenca,Fundacion de Cuenca,False,1,5,0.0,0.3197915432902996,3,4,0,0.8660254037844387,-0.4999999999999998,0.4338837391175582,-0.900968867902419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,2,13,15,0,0,0.0,0.0,0.0,0.0,Local,0,0,0
2779921,2017-04-14,1,1,0.0,0,Quito,Pichincha,3,4,53.0475,Holiday,Local,Libertad,Cantonizacion de Libertad,False,1,3,0.0,0.3181037545896008,4,4,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,2,14,15,0,0,0.0,0.0,0.0,0.0,National,0,0,0
2792395,2017-04-21,1,1,0.0,0,Quito,Pichincha,3,4,49.64,Holiday,Local,Riobamba,Cantonizacion de Riobamba,False,1,3,0.0,0.2777448774132417,4,4,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,2,21,16,0,0,0.0,0.0,0.0,0.0,Local,0,0,0
2810215,2017-05-01,1,1,0.0,0,Quito,Pichincha,3,4,48.83,Holiday,National,Ecuador,Dia del Trabajo,False,1,3,0.0,0.2681511311145327,0,5,0,0.4999999999999999,-0.8660254037844387,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,2,1,18,1,0,0.0,0.0,0.0,0.0,National,0,0,0
2829817,2017-05-12,1,1,0.0,0,Quito,Pichincha,3,4,47.83,Holiday,Local,Puyo,Cantonizacion del Puyo,False,1,3,0.0,0.2563069998815587,4,5,0,0.4999999999999999,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,2,12,19,0,0,0.0,0.0,0.0,0.0,Local,0,0,0
2831599,2017-05-13,1,1,0.0,0,Quito,Pichincha,3,4,48.17333333333333,Additional,National,Ecuador,Dia de la Madre-1,False,1,0,0.0,0.2603734849382131,5,5,1,0.4999999999999999,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,2,13,19,0,0,0.0,0.0,0.0,0.0,National,0,0,0
2833381,2017-05-14,1,1,0.0,0,Quito,Pichincha,3,4,48.516666666666666,Event,National,Ecuador,Dia de la Madre,False,1,2,0.0,0.2644399699948675,6,5,1,0.4999999999999999,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,2,14,19,0,0,0.0,0.0,0.0,0.0,National,0,0,0
2851201,2017-05-24,1,1,0.0,0,Quito,Pichincha,3,4,50.99,Holiday,National,Ecuador,Batalla de Pichincha,True,1,3,0.0,0.2937344545777567,2,5,0,0.4999999999999999,-0.8660254037844387,0.9749279121818236,-0.2225209339563143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,2,24,21,0,0,0.0,0.0,0.0,0.0,National,0,0,0
2854765,2017-05-26,1,1,0.0,0,Quito,Pichincha,3,4,49.58,Transfer,National,Ecuador,Traslado Batalla de Pichincha,False,1,5,0.0,0.2770342295392632,4,5,0,0.4999999999999999,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,2,26,21,0,0,0.0,0.0,0.0,0.0,National,0,0,0
2904661,2017-06-23,1,1,0.0,0,Quito,Pichincha,3,4,42.86,Holiday,Local,Guaranda,Cantonizacion de Guaranda,False,1,3,0.0,0.1974416676536775,4,6,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,2,23,25,0,0,0.0,0.0,0.0,0.0,Local,0,0,0
2908225,2017-06-25,1,1,0.0,0,Quito,Pichincha,3,4,43.11333333333334,Holiday,Regional,Imbabura,Provincializacion de Imbabura,False,1,3,0.0,0.2004421808993643,6,6,1,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,2,25,25,0,0,0.0,0.0,0.0,0.0,Regional,0,0,0
2922481,2017-07-03,1,1,0.0,0,Quito,Pichincha,3,4,45.474,Holiday,Local,El Carmen,Cantonizacion de El Carmen,False,1,3,0.0,0.2284022266966718,0,7,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,3,3,27,0,0,0.0,0.0,0.0,0.0,Local,0,0,0
2958121,2017-07-23,1,1,0.0,0,Quito,Pichincha,3,4,46.06666666666667,Holiday,Local,Cayambe,Cantonizacion de Cayambe,False,1,3,0.0,0.2354218484740811,6,7,1,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,3,23,29,0,0,0.0,0.0,0.0,0.0,Local,0,0,0
2959903,2017-07-24,1,1,0.0,0,Quito,Pichincha,3,4,46.21,Additional,Local,Guayaquil,Fundacion de Guayaquil-1,False,1,0,0.0,0.2371195072841406,0,7,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,3,24,30,0,0,0.0,0.0,0.0,0.0,Local,0,0,0
2961685,2017-07-25,1,1,0.0,0,Quito,Pichincha,3,4,47.77,Additional,Local,Guayaquil,Fundacion de Guayaquil,False,1,0,0.0,0.2555963520075802,1,7,0,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,3,25,30,0,0,0.0,0.0,0.0,0.0,Local,0,0,0
2981287,2017-08-05,1,1,0.0,0,Quito,Pichincha,3,4,49.50333333333333,Holiday,Local,Esmeraldas,Fundacion de Esmeraldas,False,1,3,0.0,0.2761261794780686,5,8,1,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,3,5,31,0,0,0.0,0.0,0.0,0.0,Local,0,0,0
2990197,2017-08-10,1,1,0.0,0,Quito,Pichincha,3,4,48.54,Holiday,National,Ecuador,Primer Grito de Independencia,True,1,3,0.0,0.2647163330569703,3,8,0,-0.8660254037844384,-0.5000000000000004,0.4338837391175582,-0.900968867902419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,3,10,32,0,0,0.0,0.0,0.0,0.0,National,0,0,0
2991979,2017-08-11,1,1,0.0,0,Quito,Pichincha,3,4,48.81,Transfer,National,Ecuador,Traslado Primer Grito de Independencia,False,1,5,0.0,0.2679142484898733,4,8,0,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,3,11,32,0,0,0.0,0.0,0.0,0.0,National,0,0,0
2999107,2017-08-15,1,1,0.0,0,Quito,Pichincha,3,4,47.57,Holiday,Local,Riobamba,Fundacion de Riobamba,False,1,3,0.0,0.2532275257609854,1,8,0,-0.8660254037844384,-0.5000000000000004,0.7818314824680298,0.6234898018587336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,3,15,33,0,0,0.0,0.0,0.0,0.0,Local,0,0,0
2697950,2017-02-27,1,2,0.0,0,Quito,Pichincha,3,4,54.04,Holiday,National,Ecuador,Carnaval,False,1,3,0.0,0.3298590548383275,0,2,0,0.8660254037844386,0.5000000000000001,0.0,1.0,1.0,3.0,5.0,7.0,3.2857142857142856,1.496026483086199,3.7142857142857135,2.3860263395699755,2017,1,27,9,0,0,2.3243064729194187,0.0,1.0,0.8571428571428571,National,0,0,0
2699732,2017-02-28,1,2,2.0,1,Quito,Pichincha,3,4,54.0,Holiday,National,Ecuador,Carnaval,False,1,3,1.603630619723053e-05,0.3293852895890086,1,2,0,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0.0,5.0,6.0,2.0,2.857142857142857,1.9518001458970693,3.4642857142857144,2.395708243801401,2017,1,28,9,0,1,2.3227722772277226,0.0,1.0,0.7142857142857143,National,0,0,0
2703296,2017-03-02,1,2,8.0,1,Quito,Pichincha,3,4,52.63,Holiday,Local,Manta,Fundacion de Manta,False,1,3,6.414522478892213e-05,0.3131588297998342,3,3,0,1.0,6.123233995736766e-17,0.4338837391175582,-0.900968867902419,3.0,5.0,0.0,0.0,2.4285714285714284,1.7182493859684502,3.321428571428572,2.2941725116537164,2017,1,2,9,0,0,2.3230059327620305,1.0,1.0,0.7142857142857143,Local,0,0,0
2756756,2017-04-01,1,2,1.0,0,Quito,Pichincha,3,4,50.443333333333335,Holiday,Regional,Cotopaxi,Provincializacion de Cotopaxi,False,1,3,8.018153098615266e-06,0.2872596628370643,5,4,1,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,7.0,4.0,4.0,5.0,2.4285714285714284,2.507132682112035,2.75,1.8181186857726244,2017,2,1,13,1,0,2.338720103425986,1.0,0.0,0.1428571428571428,Regional,0,0,0
2776358,2017-04-12,1,2,2.0,0,Quito,Pichincha,3,4,53.12,Holiday,Local,Cuenca,Fundacion de Cuenca,True,1,3,1.603630619723053e-05,0.3189624541039914,2,4,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.2225209339563143,5.0,1.0,3.0,3.0,2.4285714285714284,1.902379462422684,2.642857142857143,1.9286204187389333,2017,2,12,15,0,0,2.338254172015404,0.0,0.0,0.1428571428571428,Local,0,0,0
2778140,2017-04-13,1,2,0.0,0,Quito,Pichincha,3,4,53.19,Transfer,Local,Cuenca,Fundacion de Cuenca,False,1,5,0.0,0.3197915432902996,3,4,0,0.8660254037844387,-0.4999999999999998,0.4338837391175582,-0.900968867902419,2.0,5.0,2.0,3.0,2.571428571428572,1.8126539343499328,2.607142857142857,1.931019414411984,2017,2,13,15,0,0,2.3380372033354715,0.0,1.0,0.1428571428571428,Local,0,0,0
2779922,2017-04-14,1,2,1.0,0,Quito,Pichincha,3,4,53.0475,Holiday,Local,Libertad,Cantonizacion de Libertad,False,1,3,8.018153098615266e-06,0.3181037545896008,4,4,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,0.0,2.0,7.0,3.0,1.8571428571428568,1.676163419695048,2.5,1.9907192074632187,2017,2,14,15,0,0,2.3365384615384617,0.0,0.0,0.0,National,0,0,0
2792396,2017-04-21,1,2,2.0,0,Quito,Pichincha,3,4,49.64,Holiday,Local,Riobamba,Cantonizacion de Riobamba,False,1,3,1.603630619723053e-05,0.2777448774132417,4,4,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,2.0,1.0,2.0,2.0,1.5714285714285714,1.1338934190276733,2.0357142857142856,1.7316689200529294,2017,2,21,16,0,0,2.333120612635609,0.0,0.0,0.0,Local,0,0,0
2810216,2017-05-01,1,2,2.0,0,Quito,Pichincha,3,4,48.83,Holiday,National,Ecuador,Dia del Trabajo,False,1,3,1.603630619723053e-05,0.2681511311145327,0,5,0,0.4999999999999999,-0.8660254037844387,0.0,1.0,0.0,5.0,3.0,2.0,2.857142857142857,1.7728105208558391,2.571428571428572,1.9893898455737573,2017,2,1,18,1,0,2.341154090044388,0.0,0.0,0.0,National,0,0,0
2829818,2017-05-12,1,2,3.0,1,Quito,Pichincha,3,4,47.83,Holiday,Local,Puyo,Cantonizacion del Puyo,False,1,3,2.40544592958458e-05,0.2563069998815587,4,5,0,0.4999999999999999,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,3.0,0.0,2.0,1.0,3.7142857142857135,1.889822365046144,3.0,2.072750900686407,2017,2,12,19,0,0,2.34823677581864,1.0,0.0,0.7142857142857143,Local,0,0,0
2831600,2017-05-13,1,2,10.0,1,Quito,Pichincha,3,4,48.17333333333333,Additional,National,Ecuador,Dia de la Madre-1,False,1,0,8.018153098615265e-05,0.2603734849382131,5,5,1,0.4999999999999999,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,3.0,4.0,5.0,1.0,4.142857142857143,1.0690449676497156,3.071428571428572,2.035400978396433,2017,2,13,19,0,0,2.3486469477658907,1.0,1.0,0.8571428571428571,National,0,0,0
2833382,2017-05-14,1,2,1.0,0,Quito,Pichincha,3,4,48.516666666666666,Event,National,Ecuador,Dia de la Madre,False,1,2,8.018153098615266e-06,0.2644399699948675,6,5,1,0.4999999999999999,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,10.0,4.0,0.0,0.0,5.0,2.44948974278319,3.392857142857143,2.3779743280283565,2017,2,14,19,0,0,2.3534591194968555,1.0,0.0,0.8571428571428571,National,0,0,0
2851202,2017-05-24,1,2,1.0,0,Quito,Pichincha,3,4,50.99,Holiday,National,Ecuador,Batalla de Pichincha,True,1,3,8.018153098615266e-06,0.2937344545777567,2,5,0,0.4999999999999999,-0.8660254037844387,0.9749279121818236,-0.2225209339563143,1.0,5.0,6.0,2.0,3.0,1.7320508075688816,3.1785714285714284,2.161165176619994,2017,2,24,21,0,0,2.355625,1.0,1.0,0.8571428571428571,National,0,0,0
2854766,2017-05-26,1,2,0.0,0,Quito,Pichincha,3,4,49.58,Transfer,National,Ecuador,Traslado Batalla de Pichincha,False,1,5,0.0,0.2770342295392632,4,5,0,0.4999999999999999,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,1.0,4.0,3.0,2.0,2.2857142857142856,1.7043362064926932,3.071428571428572,2.226583022856316,2017,2,26,21,0,0,2.353932584269663,1.0,1.0,0.7142857142857143,National,0,0,0
